5.852
2.579
1.266
1.356
1.281
1.742
2.008
1.825
1.243
2.389
1.876
1.859
1.776
1.381
1.608
1.475
1.417
4.174
1.333
1.992
1.42
1.441
1.257
4.946
1.408
3.315
2.787
3.025
3.422
2.389
1.226
1.269
1.452
1.234
1.724
3.477
2.812
1.483
1.768
1.306
1.588
1.725
1.454
2.369
1.613
5.653
1.442
1.902
1.821
1.302
1.368
1.759
1.334
2.77
1.269
1.425
1.24
2.86
1.488
1.567
1.394
1.311
1.932
1.35
1.399
1.655
2.776
3.654
1.621
2.387
1.339
2.296
1.607
4.801
1.253
1.83
2.222
1.593
1.309
8.077
2.64
2.841
1.623
1.201
1.664
4.753
1.318
1.819
1.622
1.225
1.205
3.176
2.306
1.7
1.278
1.766
1.911
1.363
1.881
20.43
2.375
2.011
1.373
1.21
1.435
1.497
1.763
2.123
1.706
3.31
1.927
3.216
1.753
2.676
1.783
4.364
1.748
1.277
1.264
1.665
1.728
1.778
1.261
2.042
5.778
1.274
1.212
1.462
2.27
1.315
1.783
1.303
2.446
2.392
1.282
2.037
1.327
1.342
1.716
2.927
2.247
2.994
4.714
1.569
1.268
1.541
1.217
1.93
1.666
2.509
1.852
2.891
1.538
2.877
1.213
7.294
1.863
3.353
1.267
1.439
1.232
1.432
1.357
1.981
2.286
1.367
1.851
1.246
